,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,target
0,-3.3169085955687687,6.327219807814744,4.443296788694506,-0.4944181743206775,2.0121176908986182,-1.2161876277792378,-0.38208279175856485,-1.6091523475992462,0.3010572058367312,2.7562351391797497,0.07400046246603266,-0.14440971070194217,0.939287450312719,-0.7149347005752901,-0.7589565636531757,-1.1496773556767923,0.1395592404580976,0.0740179573607882,0.3374651977905369,0.4867491466067741,-1.160078022895522,0.0237197690923169,-0.824169786564753,-0.1410945524658634,-0.22947492133315087,-0.2527262351358195,0.2771016959656045,-0.19929460332242,-0.22572674304385484,-0.5791579015041947,0.6147316695815145,0.49542871960979146,-0.009372241078877186,6.3
1,-3.090976613851036,-1.0621466765949743,-1.4249190034962917,0.24294038424168887,0.5159808446365592,1.7138074670406598,-0.9397227920696605,-2.1737679955855937,1.5164377724239109,-0.8394648826334404,1.015240531219737,0.046590128686597274,-1.0279507718843819,0.14242406541820724,0.0578570786013825,0.30321026050169986,-0.3290856855664122,0.9396712678231091,-0.9841659632084182,-0.16440459556095346,0.20421491672088937,-0.8496079001125219,-0.14896666712366868,-0.5763637366034202,0.7647944658681418,-0.031100253426877528,-0.60448020955296,0.09207685196139803,-0.06531136521151301,-0.5529046631437705,-0.02294825055981864,-0.3337865443549787,-0.0034088606332882687,6.0
2,3.90974608788708,-1.2385819834609517,0.8069476090901553,-0.025229246614659376,-1.2320980087052285,-0.8314571937097375,-0.42541884749891157,-0.07011906679329039,0.3619817899651101,-0.4164510540572054,-0.6157303548568993,-0.5458329558514421,-0.9763256824522888,0.6626511901842248,0.4165349387608083,0.014310221984099225,0.11185224278727894,-0.4333048855122029,-0.055612157652510374,-0.262942027883156,0.5061915277711614,0.24660098442504924,-0.013212650925489358,-0.1952292833229088,0.32784203168568304,-0.1507460834786033,0.13697391880473594,-0.08746519644842218,0.05632859193341837,0.10423089337382863,-0.025557132292136714,0.15673324051738938,0.06122483635550502,9.28
3,0.03179375958118724,2.2535572553817564,-2.53464884929838,-1.2990124172537003,1.4114791210236766,1.354494123222839,1.5763702634124734,1.0720461977039897,-0.6947773636872122,-0.9236243319101326,-0.7943603131243622,-1.276041035440301,-0.6422315143816298,-0.1818295142387776,-0.7183470218786823,0.2884589730649373,0.08869972349281158,-1.206278393613213,-0.7468569808515717,0.9734002186599289,0.060900446567799985,0.03578489010831964,0.7084484668357185,-0.25509004162016913,0.38466822559212877,0.43806715925555495,0.20196600543902757,-0.04333663664708732,0.4947597349613778,-0.12045285438126546,-0.3722087947752101,-0.06233679020692047,-0.11803481568685331,6.68
4,-3.2269716508905244,0.039418822794393155,0.08549094407577884,0.011174482568294845,1.0688948897231838,1.9080533073921588,-1.5034863982995565,-0.6238565269954035,-1.8538250727390164,-0.286548912001972,-0.094051035610328,-0.4682831267989656,0.3275471871432096,1.3392322526550067,0.37616973648101354,1.1011109472464207,-0.3440147207218682,-0.934806081453877,0.556114957695122,0.013566923003773507,-0.15705432885057258,0.10785821190460404,-0.2499471696814488,-0.49320488067261364,0.22181073328225784,0.19930378798452142,-0.08116728909424945,0.7485111491583855,-0.07398225209290951,0.07634562705712292,-0.14259524590170466,-0.10458560327799046,0.024116716404955496,6.7
5,4.699829619710982,-1.8576383515042671,1.2813440103836382,0.4474393473970725,-1.0800003114497956,0.29981040553096716,-1.298405389798953,-0.2762117240062844,-0.572981853151511,0.21008881715018257,0.594647037931078,0.3952876786325659,0.35285621682470586,0.5454057955512113,-0.19718207162780116,-0.18373449562851538,-0.9629812283935844,0.21097794510017784,-0.08645971097535113,0.7410703594057604,-0.06792419373562628,-0.1655982953483653,-0.2734417370728368,-0.2326275341390431,0.43175002896877746,0.036064875303506744,0.18675972960223639,0.06551611000303306,-0.4253101822288969,0.23164264069991236,0.04310567904904958,-0.05804694446097211,-0.05435263235496368,8.93
6,1.0546957009228377,-0.5798254336331929,-2.3737551739103084,1.0191674870221292,2.2504100597867516,0.22620051481602993,0.437009017139953,1.764620162354413,1.5483969317530637,-0.22164581746093634,0.00014121994217236328,-0.18047512463670215,0.6392914307072776,-0.4335614545151463,1.0464336404691421,1.2215900468298382,-0.36006081300628595,1.142700035262329,-0.7818446681456138,0.08191781852201609,0.27678424028727105,0.2748450292914365,-0.11764666019745212,-0.37826809877640755,0.40847850211702263,0.0845291579131201,-0.9203091079909161,0.0816567219746058,-0.4249398392453657,0.009467321087709701,0.06436621373480174,0.13634190570412247,-0.6128857356394946,7.0
7,0.93661086101537,-2.7466266378955435,-1.2397600696524207,0.9180819846322029,2.502840297690313,-0.5247688031874569,-1.5860339413852327,-0.20793422511652612,0.6046259127372355,-0.09204392925530219,0.6579682523732913,-0.09414989465124465,-0.22001583863414623,0.5156150234566945,0.7423446262295429,-0.5845293306632706,-0.20517587061832993,-0.08423231596280166,0.42893021712033247,0.36073010363876984,0.13517924027815326,0.6672035419076907,-0.25578298067066213,-0.09248593076209702,-0.2600310619789624,0.43890319173575765,0.022492007854522184,0.0696901281791677,0.007862538218667227,0.37627148551145817,0.006854331934362315,-0.09798850437902129,0.3376199685682776,9.51
8,-6.246880209411317,-1.3772113457416182,0.2855334149099055,-0.21236432265027833,-1.620630360074832,-2.688070301582487,3.594688966344158,-0.39013698503009314,-0.7142129968160933,-0.7658557448117026,2.9248702833816798,-0.028068899023961792,-1.628439433385401,-0.6286370413037257,-0.16887040852488053,-1.5102200711327365,0.6220935439677155,-0.2680777795145585,0.43930146575941514,0.4254495459702839,0.3996556239669122,-0.5654194141653097,-0.2505134555512219,0.006672069043412186,0.42436041861622514,-0.3740241791257176,-0.5530099007359467,0.4038414572617961,0.10656385863429013,0.7496759578200923,0.13067169200403483,0.40628657177001876,-0.17328203828093125,6.6
9,-4.962857524365086,-1.8897817988001089,2.441219795787729,-0.9715329555510792,-2.4022027256485905,0.45114627803868074,0.5878378385844337,1.05407607355455,-1.0276845486528055,-1.013203104445332,0.9286645472722509,0.28329660412251534,-0.47680975917067914,-0.42498439106209746,-0.6847319034123072,-0.8510741940815487,0.8640128495380952,1.15323680562642,-0.6378901225202158,-0.9636038655668492,-1.5834667506480125,1.1604408679536327,0.8884483630551219,0.512560273432273,0.8940851818107464,0.0857868131182794,-0.43804116919706615,0.13677465509225104,-0.24770722104832324,1.129228002610089,0.10311213783284567,-0.37820470748285806,-0.6382402188486807,6.4
